NAME,ADDRESS,CITY,STATE,ZIP5
FEDERATION OF FILIPPINO AMERICAN ASSOCIATION,2125 Santa Fe Ave,Long Beach,CA,90810
FILIPINO AMERICAN COMMUNITY SERVICE AGENCY,1916 Webster St,Alameda,CA,94501
FIRST COMMUNITY HOUSING (NEW),75 E Santa Clara St Ste 1350,San Jose,CA,95113
Florin Housing Corporation,2512 River Plaza Dr Ste 200,Sacramento,CA,95833
"FORD STREET PROJECT, INC.","MARK ROHLOFF, EXEC. DIRECTOR",UKIAH,CA,95482
FOUNDATION FOR AFFORDABLE HOUSING,30950 Rancho Viejo Rd Ste 100,San Juan Capistrano,CA,92675
"FOUNDATION FOR AFFORDABLE HOUSING VIII, INC.",30950 Rancho Viejo Rd Ste 100,San Juan Capistrano,CA,92675
FRAZEE COMMUNITY CENTER,1140 W Mill St,San Bernardino,CA,92410
FRESNO WEST COALITION FOR ECONOMIC DEVELOPMENT,302 Fresno St Ste 212,Fresno,CA,93706
FULLER CENTER FOR HOUISNG SAN DEIGO COMMUNITY HOUSING CORPORATION,PO Box 84215,San Diego,CA,92138
FULLER CENTER FOR HOUISNG SAN DEIGO COMMUNITY HOUSING CORPORATION,PO Box 84215,San Diego,CA,92138
FULLERTON INTERFAITH HOUSING DEV,2566 E Chapman Ave,Fullerton,CA,92831
GATEWAY COMMMUNITY HOUSING CORPORATION,1358 Summitridge Dr,Diamond Bar,CA,91765
GENESIS 91,5825 Imperial Ave,San Diego,CA,92114
GLENDALE HOUSING CORPORATION,6430 Independence Ave,Woodland Hills,CA,91367
GLIDE ECONOMIC DEVELOPMENT CORP.,350 Ellis St,San Francisco,CA,94102
"GOLDEN EMPIRE (CHDO) AFFORDABLE HOUSING, INC.",601 24th St,Bakersfield,CA,93301
"GOLDEN EMPIRE AFFORDABLE HOUSING, INC. II",601 24th St Ste B,Bakersfield,CA,93301
"GOOD SAMARITAN SHELTER, INC.",401 W Morrison Ave,Santa Maria,CA,93458
GOOD SHEPHERD HOMES,C/O HOUSING MANAGEMENT CORP,TORRANCE,CA,90501
GRAMERCY GROUP HOMES,3406 W Washington Blvd,Los Angeles,CA,90018
GRANT HOUSING AND ECONOMIC DEVELOPMENT CORPORATION,10435 SOUTH CENTRAL AENUE,LOS ANGELES,CA,90002
GREAT NORTHERN CORP,780 S Davis Ave,Weed,CA,96094
Great Valley Housing Development Corporation,1701 Robertson Rd,Modesto,CA,95351
GREATER BETHANY ECONOMIC DEVELOPMENT,8409 S Hoover St,Los Angeles,CA,90044
GREATER GOLDEN HILL COMMUNITY DEVELOPMENT CORPORATION,2469 Broadway,San Diego,CA,92102
GREATER POMOMA HOUSING DEVELOPMENT CORP,755 N Palomares St,Pomona,CA,91767
HABITAT FOR HUMANITY,5960 Mandarin Dr,Goleta,CA,93117
HABITAT FOR HUMANITY (FRESNO),2225 San Joaquin St,Fresno,CA,93721
HABITAT FOR HUMANITY (LA VERNE),2111 Bonita Ave,La Verne,CA,91750
HABITAT FOR HUMANITY (LEMON GROVE),3562 Grove St,Lemon Grove,CA,91945
Habitat for Humanity of Butte County,220 Meyers St,Chico,CA,95928
HABITAT FOR HUMANITY OF GREATER LOS ANGELES,17700 S Figueroa St,Gardena,CA,90248
HABITAT FOR HUMANITY OF LOS ANGELES,3580 Wilshire Blvd,Los Angeles,CA,90010
HABITAT FOR HUMANITY OF ORANGE COUNTY INC.,2200 Ritchey St,Santa Ana,CA,92705
HABITAT FOR HUMANITY OF VENTURA COUNTY,167 Lambert St,Oxnard,CA,93036
HABITAT FOR HUMANITY RIVERSIDE INC.,2121 Atlanta Ave,Riverside,CA,92507
Habitat for Humanity Santa Cruz,PO Box 8412,Santa Cruz,CA,95061
HABITAT FOR HUMANITY SOUTH BAY/LONG BEACH,17700 S Figueroa St,Gardena,CA,90248
HABITAT FOR HUMANITY-GOLDEN EMPIRE,500 Truxtun Ave,Bakersfield,CA,93301
HABITAT FOR HUMANITY-SAN DIEGO,10222 San Diego Mission Rd,San Diego,CA,92108
"HABITAT FOR HUMANITY, STANISLAUS",417 7th St,Modesto,CA,95354
"HABITATE FOR HUMANITARY, SAN BERNARDINO AREA",PO Box 1550,Redlands,CA,92373
"HAVEN ENTERPRISES, INC.",2030 14th St,Bakersfield,CA,93301
HEDGES AND HIGHWAYS,400 S Santa Fe Ave,Compton,CA,90221
HELPFUL HOUSING,9919 Canoga Ave,Chatsworth,CA,91311
HERMANDAD LOS ANGELES ECD CORPORATION,634 S Spring St Ste 813,Los Angeles,CA,90014
HERMANDAD MEXICANA NACIONAL,523 W 6th St,Los Angeles,CA,90014
HILLCREST SENIOR HOUSING CORPORATION,6120 Stoneridge Mall Rd,Pleasanton,CA,94588
"HIP - EDGEWATER ISLE, INC.",364 S Railroad Ave,San Mateo,CA,94401
HIP HOUSING DEVELOPMENT CORPORATION,364 S Railroad Ave,San Mateo,CA,94401
HOLLYWOOD COMMUNITY HOUSING CORP,1640 Wilcox Ave,Hollywood,CA,90028
HOME CORPORATION,451 W 5th St,Oxnard,CA,93030
HOME OWNERSHIP FOR PERSONAL EMPOWERMENT (HOPE),21231 Hawthorne Blvd,Torrance,CA,90503
"HOME OWNERSHIP MADE EASY, INC.",5901 Green Valley Cir,Culver City,CA,90230
HOUSING ASSOCIATION FOR NAPA DEV,1517 Jefferson St,Napa,CA,94559
Housing Authority of the City of San Luis Obispo,487 Leff St,San Luis Obispo,CA,93401
HOUSING CONSERVATION & DEVELOPMENT CORPORATION,1637 Ocean Ave,San Francisco,CA,94112
"HOUSING OPPORTUNITIES GROUP, INC.",1005 N Begonia Ave,Ontario,CA,91762
HOUSING OUR PEOPLE ECONOMICALLY,5106 Federal Blvd,San Diego,CA,92105
"HOUSING PARTNERS 1, INC.",715 E Brier Dr,San Bernardino,CA,92408
"HOUSING PARTNERS I, INC",1053 N D St,San Bernardino,CA,92410
HOUSING PARTNERS INC,715 E Brier Dr,San Bernardino,CA,92408
HSG SERV. AFFILIATE OF BERNAL HEIGHTS NGHBHOOD CTR,515 Cortland Ave,San Francisco,CA,94110
HUMANA ECONOMIC DEVELOPMENT GROUP,10124 S Broadway,Los Angeles,CA,90003
"HUMANITY HOUSING, INC.",2165 S Grand Ave,Santa Ana,CA,92705
HUMBOLDT BAY HOUSING DEVELOPMENT CORP,1061 Hallen Dr,Arcata,CA,95521
"HUNTINGTON PARK CHDO, INC.",3803 E Casselle Ave,Orange,CA,92869
IMMANUEL HOUSE OF HOPE,8511 Holmes Ave,Los Angeles,CA,90001
IMMANUEL HOUSING INC,1800 E 85th St,Los Angeles,CA,90001
INDOCHINESE HOUSING DEVELOPMENT CORP.,304 Eddy St,San Francisco,CA,94102
INLAND VALLEY ECONOMIC DEVELOPMENT CORPORATION,363 S Park Ave,Pomona,CA,91766
Innovative Housing Opportunities,501 N Golden Circle Dr,Santa Ana,CA,92705
INTERFAITH HOUSING ASSISTANCE CORPORATION,2130 4th Ave,San Diego,CA,92101
INTERFAITH HOUSING FOUNDATION,4456 Vandever Ave Ste 9,San Diego,CA,92120
IRVINE HOUSING OPPORTUNITIES,2192 Dupont Dr Ste 105,Irvine,CA,92612
JAMBOREE HOUSING CORP,2081 Business Center Dr,Irvine,CA,92612
JAMBOREE HOUSING CORPORATION,17701 Cowan,Irvine,CA,92614
"JINGLETOWN HOUSING, INC.",405 14th St Ste 400,Oakland,CA,94612
JOSHUA ONE COMMUNITY DEVELOPMENT CORPORATION,6320 Marina Pacifica Dr S,Long Beach,CA,90803
"KERN AFFORDABLE HOUSING, INC.",601 24th St Ste B,Bakersfield,CA,93301
KERN COUNTY ECONOMIC OPPORTUNITY CORP,300 19th St,Bakersfield,CA,93301
KETZEL COMMUNITY DEVELOPMENT CORPORATION,130 N Jackson Ave,San Jose,CA,95116
KING OF KINGS HOUSING DEVELOPMENT CORPORATION,PO Box 9929,Fresno,CA,93794
LA HABRA NEIGHBORHOOD HOUSING SERVICES,350 Hillcrest St,La Habra,CA,90631
LAKE TAHOE AIDS TASK FORCE,PO Box 17111,South Lake Tahoe,CA,96151
LAO FAMILY COMMUNITY DEVELOPMENT,534 22nd St,Oakland,CA,94612
LATIN AMERICAN CIVIC ASSOCIATION,1248 Kewen St,San Fernando,CA,91340
LILLIE RUFF'S,P.O. BOX,ADELANTO,CA,92301
LINC COMMUNITY DEVELOPMENT CORPORATION,110 Pine Ave,Long Beach,CA,90802
LINC Community Development Corporation,555 E Ocean Blvd Ste 900,Long Beach,CA,90802
Lincoln Housing Partners LP,17701 Cowan,Irvine,CA,92614
LITTLE HOUSE,9718 Harvard St,Bellflower,CA,90706
LOMPOC HOUSING ASSISTANCE CORPORAT,"C/O TOM MARTIN, CITY OF LOMPOC",LOMPOC,CA,93436
LONG BEACH AFFORDABLE HOUSING,110 W Ocean Blvd,Long Beach,CA,90802
LOS ANGELES COMMUNITY DESIGN CENTER DEVELOPMENT CORPORATION,315 W 9th St,Los Angeles,CA,90015
LOS ANGELES NEIGHBORHOOD DEVELOPMENT,1260 S Soto St,Los Angeles,CA,90023
MAITRI,234 E Gish Rd Ste 200,San Jose,CA,95112
"MANY MANSIONS, INC.",80 E Hillcrest Dr,Thousand Oaks,CA,91360
MARIN CITY COMMUNITY LAND CORP,1 Hawthorne St,San Francisco,CA,94105
"MARIN FAMILY HOUSING, INC.",C/O EAH,SAN RAFAEL,CA,94901
"MARIN HOUSING FOR HANDICAPPED, INC. 1",899 Northgate Dr Ste 500,San Rafael,CA,94903
MARY ERICKSON COMMUNITY HOUSING,PO Box 775,San Clemente,CA,92674
MARY ERICKSON COMMUNITY HOUSING,PO Box 775,San Clemente,CA,92674
MARY ERICKSON FOUNDATION,PO Box 3112,Mission Viejo,CA,92690
"MERCY HOUSE CHDO, INC.",PO Box 1905,Santa Ana,CA,92702
"Mercy House CHDO, Inc.",PO Box 1905,Santa Ana,CA,92702
METRO AREA ADVISORY COMMITTEE,140 W 16th St,National City,CA,91950
METROPOLITAN AREA ADVISORY COMMITTEE (MAAC),22 W 35th St Ste 200,National City,CA,91950
MID-PENINSULA HOUSING,303 Vintage Park Dr Ste 250,Foster City,CA,94404
MID-PENINSULA HOUSING - Edwina Benner,303 Vintage Park Dr Ste 250,Foster City,CA,94404
"MID-PENINSULA THE FARM, INC.",658 Bair Island Rd,Redwood City,CA,94063
MISSION HOUSING DEVELOPMENT CORPORATION,474 Valencia St Ste 280,San Francisco,CA,94103
MONETA GARDENS IMPROVEMENT INC.,11802 York Ave,Hawthorne,CA,90250
MONTEREY COUNTY HOUSING INC.,123 Rico St,Salinas,CA,93907
"MOUNTAIN VIEW ACRES, INC.",PO Box 7863,Redlands,CA,92375
NAPA VALLEY COMMUNITY HOUSING,1810 Jefferson St,Napa,CA,94559
NATIONAL COMMUNITY RENAISSANCE,9065 Haven Ave Ste 100,Rancho Cucamonga,CA,91730
NATIONAL COMMUNITY RENAISSANCE - NATIONAL CORE,10681 Foothill Blvd,Rancho Cucamonga,CA,91730
National Community Renaissance (National Core),9421 Haven Ave,Rancho Cucamonga,CA,91730
National Community Renaissance of California (National CORE),9421 Haven Ave,Rancho Cucamonga,CA,91730
NATIONAL FOUNDATION FOR THE TREATMENT OF THE EMOTIONALLY HANDICAPPED,15317 Rayen St,North Hills,CA,91343
NATIONAL PRESERVATION PARTNERS,4438 39th St,San Diego,CA,92116
NEHEMIAH WEST HOUSING CORP,2186 W 31st St,Los Angeles,CA,90018
NEIGHBORHOOD ECONOMIC AND EDUCATION (NEED),11530 S Normandie Ave Apt 2,Los Angeles,CA,90044
NEIGHBORHOOD EFFORT,4938 Medina Rd,Woodland Hills,CA,91364
"NEIGHBORHOOD EFFORT, INC.",3345 Wilshire Blvd,Los Angeles,CA,90010
NEIGHBORHOOD EMPOWERMENT AND ECONOMIC DEVELOPMENT CORPORATION,1242 San Fernando Rd,San Fernando,CA,91340
"NEIGHBORHOOD HOUSING SERVICES OF LOS ANGELES COUNTY, CA",3926 Wilshire Blvd,Los Angeles,CA,90010
"NEIGHBORHOOD HOUSING SERVICES OF ORANGE COUNTY, INC.",198 W Lincoln Ave,Anaheim,CA,92805
NEIGHBORHOOD HOUSING SERVICES OF THE INLAND EMPIRE,1390 N D St,San Bernardino,CA,92405
Neighborhood Housing Services of the Inland Empire (NHSIE),1390 N D St,San Bernardino,CA,92405
"NEIGHBORHOOD OPPORTUNITIES FOR AFFORDABLE HSG., INC.",1713 Tulare St Ste 131,Fresno,CA,93721
"Neighborhood Partnership Housing Services, Inc. (NPHS)",320 W G St Ste 103,Ontario,CA,91762
NEIGHBORWORKS HOMEOWNERSHIP CENTER,335 E Manchester Blvd,Inglewood,CA,90301
NEVADA COUNTY HOUSING DEVELOPMENT CORPORATION,PO Box 1164,Grass Valley,CA,95945
NEW ECONOMICS FOR WOMEN,303 Loma Dr,Los Angeles,CA,90017
"New Life Christian Fellowship Church, Inc.",14115 Cordary Ave,Hawthorne,CA,90250
"NEXT DOOR, SOLUTIONS TO DOMESTIC VIOLENCE",1181 N 4th St Ste A,San Jose,CA,95112
"NORTH COAST ENERGY SERVICES, INC.",966 Mazzoni St,Ukiah,CA,95482
NORTH COUNTY CHAPLAINCY,1143 MGOLDEN ROAD,ENCINITAS,CA,92024
NORTH COUNTY HOUSING FOUNDATION,457 E Grand Ave,Escondido,CA,92025
"NORTH COUNTY SOLUTIONS FOR CHANGE, INC.",722 W California Ave,Vista,CA,92083
"NORTH RICHMOND SENIOR HOUSING, INC.",409 Jackson St,Hayward,CA,94544
NORTHTOWN HOUSING DEVELOPMENT CORPORATION,9801 Main St,Rancho Cucamonga,CA,91730
"O.C. CHAPA, INC.",5744 E Creekside Ave,Orange,CA,92869
"OAKLAND COMMUNITY HOUSING, INC",405 14th St,Oakland,CA,94612
OLDTIMERS HOUSING DEVELOPMENT CORP,8572 Sierra Ave,Fontana,CA,92335
OLDTIMERS HOUSING DEVELOPMENT CORP. IV,3355 E Gage Ave,Huntington Park,CA,90255
OPERATION GRACE,3141 Indian Canyon Ct,Highland,CA,92346
ORANGE COUNTY COMMUNITY HOUSING CORP,1833 E 17th St,Santa Ana,CA,92705
ORANGE COUNTY DEVELOPMENT CORPORATION,414 E Chapman Ave,Orange,CA,92866
ORANGE COUNTY DEVELOPMENT CORPORATION,414 E Chapman Ave,Orange,CA,92866
ORANGE HOUSING DEVELOPMENT CORP,414 E Chapman Ave,Orange,CA,92866
"OUR PLACE HOUSING SOLUTIONS, INC",9881 Alondra Blvd,Bellflower,CA,90706
OUR PLACE HOUSING SOLUTIONS/KINGDOM CAUSES,9881 Alondra Blvd,Bellflower,CA,90706
PACIFIC COMMUNITY SERVICE,PO Box 1397,Pittsburg,CA,94565
"PACIFIC HOUSING DEVELOPMENT, INC.",231 E 3rd St Ste G106,Los Angeles,CA,90013
PAJARO VALLEY SHELTER SERVICES,115 Brennan St,Watsonville,CA,95076
PARENTS OF WATTS,10828 Lou Dillon Ave,Los Angeles,CA,90059
PARTNERS IN HOUSING,99 S Glenn Dr,Camarillo,CA,93010
"PARTNERSHIP FOR COMM. BLDG., INC",3604 1/2 Monterey Ave,El Monte,CA,91731
"Partnership Housing, Inc.",8737 Artesia Blvd,Bellflower,CA,90706
PASADENA HOUSING ALLIANCE,235 E Holly St,Pasadena,CA,91101
PASADENA NEIGHBORHOOD HOUSING SERVICES,445 W Montana St,Pasadena,CA,91103
PAVING THE WAY FOUNDATION,44814 Cedar Ave,Lancaster,CA,93534
PEOLE'S SELF-HELP HOUSING CORP,29 E Canon Perdido St,Santa Barbara,CA,93101
PEOPLE ASSISTING THE HOMELESS (PATH),340 N Madison Ave,Los Angeles,CA,90004
PEOPLES' SELF-HELP HOUSING CORP,1411 Marsh St Ste 103,San Luis Obispo,CA,93401
"PITTSBURG FAMILY CENTER/SHELTER, INC",1070 Concord Ave,Concord,CA,94520
POMONA MINISTRY OF ECONOMICS,1100 E Holt Ave,Pomona,CA,91767
POMONA VALLEY CENTER FOR COMMUNITY DEVELOPMENT,1155 W Grand Ave,Pomona,CA,91766
POTTER'S HOUSE,332 S Sherer Pl,Compton,CA,90220
PRESIDIO VILLAGE SENIOR HOUSING INC.,329 Railroad Ave,Pittsburg,CA,94565
"PROJECT GO, INC",3740 Rocklin Rd,Rocklin,CA,95677
PROJECT NEW HOPE,3325 Wilshire Blvd,Los Angeles,CA,90010
Project New Hope,1004 Echo Park Ave,Los Angeles,CA,90026
REBUILDING TOGETHER RIVERSIDE,3985 University Ave,Riverside,CA,92501
REDWOOD COMMUNITY ACTION AGENCY,904 G St,Eureka,CA,95501
RESOURCES FOR COMMUNITY DEVELOPMENT,2200 Oxford St,Berkeley,CA,94704
RESOURCES FOR COMMUNITY DEVELOPMENT,2220 Oxford St,Berkeley,CA,94704
"RESOURCES FOR RURAL COMMUNITY DEVELOPMENT, INC.",1900 Churn Creek Rd Ste 114,Redding,CA,96002
"RESTORATION COMMUNITY PROJECT, INC.",PO Box 70006,Bakersfield,CA,93387
RICHMOND NEIGHBORHOOD HOUSING SERVICES,500 S 15th St,Richmond,CA,94804
RIO HONDO COMMUNITY DEVELOPMENT CORPORATION,11401 Valley Blvd Ste 201,El Monte,CA,91731
RIVERSIDE HOUSING DEVELOPMENT CORPORATION,7177 Brockton Ave,Riverside,CA,92506
Riverside Housing Development Corporation,4250 Brockton Ave,Riverside,CA,92501
ROSECRANS MANOR,1155 E 148th St,Compton,CA,90220
RURAL CALIFORNIA HOUSING CORP,2125 19th St,Sacramento,CA,95818
RURAL COM HSG DEV CORP,499 Leslie St,Ukiah,CA,95482
S.T.A.N.D.,PO Box 30321,Stockton,CA,95213
"SACRAMENTO COTTAGE HOUSING, INC",1321 NORTH C. STREET,SACRAMENTO,CA,95814
SACRAMENTO MUTUAL HOUSING ASSOCIATION,2125 19th St,Sacramento,CA,95818
SACRAMENTO VALLEY ORGANIZING COMMITTEE,3263 1st Ave,Sacramento,CA,95817
SAN DIEGO COMMUNITY HSG CORPORATION,8799 Balboa Ave Ste 100,San Diego,CA,92123
"SAN DIEGO HABITAT FOR HUMANITY, INC.",10222 San Diego Mission Rd,San Diego,CA,92108
SAN DIEGO INTERFAITH HOUSING FEDERATION,2130 4th Ave,San Diego,CA,92101
SAN DIEGO NEIGHBORHOOD HOUSING SERVICE,3902 El Cajon Blvd,San Diego,CA,92105
SAN DIEGO YOUTH COMMUNITY SERVICE,3878 Old Town Ave,San Diego,CA,92110
SAN GABRIEL VALLEY HABITAT FOR HUMANITY,PO Box 70340,Pasadena,CA,91117
"SAN LEANDRO SENIOR HSG, INC.",6120 Stoneridge Mall Rd,Pleasanton,CA,94588
San Luis Obispo Nonprofit Housing Corporation,487 Leff St,San Luis Obispo,CA,93401
"SAN YSIDRO URBAN COUNCIL, INC",1188 Beyer Way,San Diego,CA,92154
"SANDLEWOOD REHAB AND DEVELOPMENT, INC.",1260 W Mission Blvd,Pomona,CA,91766
Satellite Affordable Housing Associates,1835 Alcatraz Ave,Berkeley,CA,94703
Self-Help Enterprises,8445 W Elowin Ct,Visalia,CA,93291
SELF-HELP HOME IMPROVEMENT PROGRAM,777 MEADOWVIEW DRIVE 100,REDDING,CA,96002
SENIOR HOUSING SOLUTIONS,1671 Park Ave,San Jose,CA,95126
SER JOBS FOR PROGRESS,3355 Mission Ave,Oceanside,CA,92058
SHASTA HOUSING DEVELOPMENT CORP,1422 Oregon St,Redding,CA,96001
SHELTER FOR THE HOMELESS (MIDWAY CITY),15161 Jackson St,Midway City,CA,92655
SHELTER FOR THE HOMELESS (WESTMINSTER),8291 Westminster Blvd,Westminster,CA,92683
"SHELTER SERVICES FOR WOMEN, INC",PO Box 1536,Santa Barbara,CA,93102
SHIELD OF FAITH,1750 W Holt Ave,Pomona,CA,91768
SHIELD OF FAITH,1750 W Holt Ave,Pomona,CA,91768
SILICON VALLEY HABITAT FOR HUMANITY,888 N 1st St Ste 215,San Jose,CA,95112
SIPA,3200A W Temple St,Los Angeles,CA,90026
SO CA HOUSING OF THE INLAND EMPIRE,8265 Aspen St Ste 100,Rancho Cucamonga,CA,91730
SO CA HSG DEV CORP OF RIVERSIDE,8265 Aspen St Ste 100,Rancho Cucamonga,CA,91730
SO. CAL. COGIC ECONOMIC DEVELOPMENT CORP.,7826 S Vermont Ave,Los Angeles,CA,90044
SOLAR COMMUNITY HOUSING ASSOCIATION,GRAMBLING COURT,DAVIS,CA,95618
SOLEDAD LOCAL DEVELOPMENT CORP,157 Kidder St,Soledad,CA,93960
"SONOMA COUNTY AFFORDABLE HOMES, INC",2169 Francisco Blvd E Ste B,San Rafael,CA,94901
SONOMA COUNTY PEOPLE FOR ECONOMIC OPPORTUNITY,555 Sebastopol Rd,Santa Rosa,CA,95407
SOUTH BAY COMMUNITY SERVICES,1124 Bay Blvd Ste D,Chula Vista,CA,91911
SOUTH BAY IMPROVEMENT ASSOCIATION,1411 Marsh St,San Luis Obispo,CA,93401
SOUTH COUNTY HOUSING,7877 Wren Ave,Gilroy,CA,95020
SOUTH VALLEY DEVELOPMENT,PO Box 464,Wasco,CA,93280
SOUTH WHITTIER COMMUNITY HOUSING COMM.,13335 Lakeland Rd,Whittier,CA,90605
SOUTHEAST COMMUNITY HOUSING DEVELOPMENT CORP.,6606 Pacific Blvd,Huntington Park,CA,90255
SOUTHERN CA HOUSING DEV CORP OF LOS ANGELES,9065 Haven Ave,Rancho Cucamonga,CA,91730
SOUTHERN CALIFORNIA HOUSING DEV. CORP. L A,1055 Wilshire Blvd,Los Angeles,CA,90017
SOUTHERN CALIFORNIA HOUSING DEV. CORP. OF LOS ANGELES,9065 Haven Ave,Rancho Cucamonga,CA,91730
SOUTHERN CALIFORNIA HOUSING DEV. CORP. OF LOS ANGELES,9065 Haven Ave,Rancho Cucamonga,CA,91730
"SOUTHERN CALIFORNIA INDIAN CENTER LOS ANGELES, INC.",PO Box 2550,Garden Grove,CA,92842
SOUTHERN HUMBOLDT SENIOR CARE,2190 Sprowl Creek Rd,Garberville,CA,95542
SRO Housing Organization,1055 W 7th St Ste 3250,Los Angeles,CA,90017
ST. TIMOTHY TOWERS,425 S Oleander Ave,Compton,CA,90220
ST. VINCENT DE PAUL SOCIETY,390 Central Ave,Pittsburg,CA,94565
STANCO,1214 11th St Ste 2,Modesto,CA,95354
STEP UPON SECOND,1328 2nd St,Santa Monica,CA,90401
STONEY PINE CHARITIES HOUSING CORPORATION,195 E San Fernando St,San Jose,CA,95112
SURF DEVELOPMENT COMPANY,815 W Ocean Ave,Lompoc,CA,93436
TELACU DEVELOPMENT,5400 E Olympic Blvd,Commerce,CA,90022
"TELACU SENIOR COURT, INC.",1248 Goodrich Blvd,Commerce,CA,90022
TEMPLE WESTLAKE NEIGHBORHOOD DEV,1925 W Temple St,Los Angeles,CA,90026
TEMPLE/EDGEWARE BOYS AND GIRLS CLUB,C/O BOYS & GIRLS CLUB AMERICA,MANHATTON BEACH,CA,90266
TENANTS & OWNERS DEVELOPMENT CORP.,230 4th St,San Francisco,CA,94103
TENDERLOIN NEIGHBORHOOD DEVELOPMENT CORP,201 Eddy St,San Francisco,CA,94102
THE ASSOCIATION FOR COMMUNITY SOLUTIONS,1901 1st Ave,San Diego,CA,92101
"THE CLIFFORD BEERS HOUSING, INC.",320 Pine Ave Ste 610,Long Beach,CA,90802
THE EAST  LOS ANGELES COMMUNITY UNION (TELACU),5400 E Olympic Blvd,Commerce,CA,90022
THE SALVATION ARMY,11301 Wilshire Blvd,Los Angeles,CA,90073
THE WIN PROJECT,5230 Pacific Concourse Dr,Los Angeles,CA,90045
TOWER OF FAITH ECONOMIC DEVELOPMENT CORPORATION,4323 E Rosecrans Ave,Compton,CA,90221
TOWNSPEOPLE,3960 Park Blvd Ste B,San Diego,CA,92103
TRANSITION HOUSE,434 E Ortega St,Santa Barbara,CA,93101
"UA HOUSING, INC.",2131 University Ave Ste 224,Berkeley,CA,94704
"UNITED CAMBODIAN COMMUNITY, INC",2338 E Anaheim St,Long Beach,CA,90804
UNITED INDIAN NATIONS COMMUNITY DEVELOPMENT CORP.,1320 Webster St,Oakland,CA,94612
URBAN COUNCIL DEVELOPMENT INC.,4411 Morena Blvd Ste 250,San Diego,CA,92117
URBAN HOUSING CORPORATION,720 Gateway Center Dr,San Diego,CA,92102
VALLE VERDE CORPORATION,1121 S Ventura Rd,Oxnard,CA,93035
VALLEJO NEIGHBORHOOD HOUSING SERVICES,610 Lemon St,Vallejo,CA,94590
"VICTOR VALLEY DOMESTIC VIOLENCE, INC.",14114 Hesperia Rd,Victorville,CA,92395
VILLA REAL INC.,448 S Center St,Stockton,CA,95203
"VISALIANS INT. AFFORDABLE HOUSING, INC",1138 S Crenshaw Ct,Visalia,CA,93277
Vista Del Monte Affordable Housing Inc,29700 Woodford Tehacapi Rd,Keene,CA,93531
Wakeland Opportunities for Affordable Housing,1230 Columbia St,San Diego,CA,92101
WASCO ASSOCIATION FOR THE DEVELOPMENTALLY DISABLE,603 E St,Wasco,CA,93280
WESLEY COMMUNITY CORP,340 E Harvard Rd,Burbank,CA,91502
WEST ANGELES COMMUNITY DEVELOPMENT CORP,3045 Crenshaw Blvd,Los Angeles,CA,90016
WEST HOLLYWOOD COMMUNITY HOUSING CORPORATION,7530 Santa Monica Blvd,West Hollywood,CA,90046
WEST HOLLYWOOD COMMUNITY HSG,8285 W Sunset Blvd Ste 3,West Hollywood,CA,90046
WEST VALLET COMMUNITY DEVELOPMENT CORP,23373 Bassett St,West Hills,CA,91307
WESTERN DEVELOPMENTS,1855 W Katella Ave,Orange,CA,92867
WESTSIDE COMMUNITY DEVELOPMENT CORP,1505 W Highland Ave Ste 14,San Bernardino,CA,92411
"WOMEN ORGANIZING RESOURCES, KNOWLEDGE AND SERVICES (WORKS)",1139 W 6th St,Los Angeles,CA,90017
WOMEN'S NETWORK FOR CANCER PREVENTION/HELPER'S FOR THE HOMELESS/HUNGRY,2501 W Slauson Ave,Los Angeles,CA,90043
ACCESS HOUSING INC.,6978 Colorado Blvd,Commerce City,CO,80022
"ALMOST HOME, INC.",PO Box 596,Brighton,CO,80601
ARAPAHOE COUNTY PLANNING DEPARTMENT,,ARAPAHOE COUNTY PLANNING DEPARTMENT,CO,99999
Archway Housing and Services Inc.,142 W 5th Ave,Denver,CO,80204
ATLANTIS COMMUNITY,201 S Cherokee St,Denver,CO,80223
AURORA HOUSING CORP,10745 E Kentucky Ave,Aurora,CO,80012
BLUE SPRUCE HABITAT FOR HUMANITY,PO Box 2366,Evergreen,CO,80437
BOULDER COUNTY ADVOCATES FOR TRANSITIONAL HOUSING,PO Box 4385,Boulder,CO,80306
BOULDER HOUSING COALITION,302 Pearl St,Boulder,CO,80302
"BROTHERS REDEVELOPMENT, INC",1111 Osage St,Denver,CO,80204
CARBONDALE AFFORDABLE HOUSING CORPORATION,1545 Highway 133,Carbondale,CO,81623
"CARE HOUSING, INC",101 N Howes St,Fort Collins,CO,80521
CENTER FOR INDEPENDENT LIVING DEVELOPMENT,6007 W 16th Ave,Lakewood,CO,80214
Chaffee Housing Trust,PO Box 692,Buena Vista,CO,81211
CHILD AND MIGRANT SERVICES,721 PEACH AVENUE,PALISADE,CO,81526
COLORADO COALITION FOR THE HOMELESS (MDHI),2100 N Broadway,Denver,CO,80205
COLORADO HOUSING ASSISTANCE CORPORATION,670 Santa Fe Dr,Denver,CO,80204
COMITIS CRISIS CENTER,9840 E 17th Ave,Aurora,CO,80010
COMMERCE CITY HOUSING CORP,5291 E 60th Ave,Commerce City,CO,80022
"COMMUNITY HOUSING DEVELOPMENT ASSOC, INC.",325 Inverness Dr S,Englewood,CO,80112
Community Housing Development Association,155 Inverness Dr W Ste 200,Englewood,CO,80112
Community Resources and Housing Development Corp.,7305 Lowell Blvd,Westminster,CO,80030
